35,184,1,1,200,2019-04-10 04:16:31.347270
26,243,1,1,200,2019-04-10 04:17:47.525538
48,170,1,1,143,2019-04-10 04:19:03.609773
36,199,1,1,183,2019-04-10 04:20:10.936356
36,243,1,1,200,2019-04-10 04:21:25.009764
46,203,1,1,200,2019-04-10 04:22:39.794954
21,223,1,1,200,2019-04-10 04:23:55.343988
31,205,1,1,200,2019-04-10 04:25:06.429556
29,202,1,1,200,2019-04-10 04:26:21.881802
29,229,1,1,200,2019-04-10 04:27:28.809114
39,212,1,1,200,2019-04-10 04:28:38.287342
42,212,1,1,200,2019-04-10 04:29:46.748964
46,203,1,1,200,2019-04-10 04:30:58.451004
24,224,1,1,200,2019-04-10 04:32:05.054191
24,241,1,1,200,2019-04-10 04:33:12.561820
29,182,1,1,183,2019-04-10 04:34:18.733492
32,225,1,1,159,2019-04-10 04:35:23.803880
23,226,1,1,199,2019-04-10 04:36:27.888604
37,233,1,1,191,2019-04-10 04:37:39.365181
28,225,1,1,159,2019-04-10 04:38:47.566517
44,229,1,1,200,2019-04-10 04:39:55.755400
34,216,1,1,200,2019-04-10 04:41:04.315627
34,190,1,1,199,2019-04-10 04:42:19.708075
30,225,1,1,183,2019-04-10 04:43:28.060090
34,204,1,1,199,2019-04-10 04:44:34.485073
33,226,1,1,200,2019-04-10 04:45:40.793681
47,260,1,1,200,2019-04-10 04:46:50.257704
45,209,1,1,167,2019-04-10 04:47:59.845961
36,225,1,1,200,2019-04-10 04:49:07.479693
39,196,1,1,200,2019-04-10 04:50:13.930830
35,197,1,1,200,2019-04-10 04:51:23.310009
36,212,1,1,200,2019-04-10 04:52:30.562152
41,197,1,1,167,2019-04-10 04:53:42.127432
33,205,1,1,200,2019-04-10 04:55:02.682610
43,193,1,1,200,2019-04-10 04:56:12.395171
43,211,1,1,143,2019-04-10 04:57:22.190305
29,178,1,1,200,2019-04-10 04:58:34.730672
31,219,1,1,143,2019-04-10 04:59:51.377157
45,236,1,1,183,2019-04-10 05:01:12.540495
25,238,1,1,200,2019-04-10 05:02:23.605383
43,174,1,1,175,2019-04-10 05:03:37.352107
45,218,1,1,95,2019-04-10 05:04:50.205928
23,215,1,1,191,2019-04-10 05:06:09.038196
46,219,1,1,167,2019-04-10 05:07:17.607753
36,201,1,1,200,2019-04-10 05:08:28.268725
42,192,1,1,167,2019-04-10 05:09:35.149269
47,181,1,1,183,2019-04-10 05:10:45.810308
22,191,1,1,200,2019-04-10 05:11:51.271777
35,200,1,1,200,2019-04-10 05:13:02.061056
42,226,1,1,191,2019-04-10 05:14:10.931202
22,199,1,1,167,2019-04-10 05:15:17.164725
36,217,1,1,200,2019-04-10 05:16:26.092462
30,207,1,1,191,2019-04-10 05:17:32.915315
29,227,1,1,200,2019-04-10 05:18:40.625858
42,198,1,1,175,2019-04-10 05:19:49.677743
39,244,1,1,200,2019-04-10 05:20:59.114448
34,186,1,1,135,2019-04-10 05:22:04.825824
43,186,1,1,200,2019-04-10 05:23:26.674062
31,236,1,1,200,2019-04-10 05:24:46.147528
39,229,1,1,200,2019-04-10 05:25:56.580194
25,213,1,1,200,2019-04-10 05:27:02.428684
30,216,1,1,127,2019-04-10 05:28:05.860549
36,196,1,1,183,2019-04-10 05:29:18.603655
37,212,1,1,200,2019-04-10 05:30:26.971838
23,213,1,1,200,2019-04-10 05:31:33.756581
37,189,1,1,200,2019-04-10 05:32:46.010226
33,185,1,1,199,2019-04-10 05:34:01.053599
30,204,1,1,200,2019-04-10 05:35:14.915876
33,193,1,1,199,2019-04-10 05:36:22.216518
20,234,1,1,200,2019-04-10 05:37:25.179959
30,210,1,1,200,2019-04-10 05:38:36.075885
22,234,1,1,183,2019-04-10 05:39:48.795058
21,196,1,1,183,2019-04-10 05:40:56.910070
35,208,1,1,200,2019-04-10 05:42:10.657544
36,221,1,1,200,2019-04-10 05:43:20.224286
47,211,1,1,200,2019-04-10 05:44:30.290514
43,224,1,1,199,2019-04-10 05:45:46.910651
32,228,1,1,191,2019-04-10 05:46:57.846957
44,227,1,1,200,2019-04-10 05:48:13.059055
35,231,1,1,200,2019-04-10 05:49:21.256428
37,192,1,1,199,2019-04-10 05:50:30.275754
34,244,1,1,200,2019-04-10 05:51:37.860054
38,200,1,1,199,2019-04-10 05:52:58.445279
31,247,1,1,200,2019-04-10 05:54:07.952275
29,250,1,1,200,2019-04-10 05:55:15.079876
45,185,1,1,159,2019-04-10 05:56:22.439555
17,221,1,1,175,2019-04-10 05:57:29.618856
20,235,1,1,200,2019-04-10 05:58:36.094311
43,229,1,1,200,2019-04-10 05:59:47.326650
25,220,1,1,151,2019-04-10 06:00:59.545585
51,217,1,1,175,2019-04-10 06:02:22.442094
39,212,1,1,200,2019-04-10 06:03:33.450142
35,219,1,1,200,2019-04-10 06:04:43.944320
20,219,1,1,200,2019-04-10 06:05:55.130916
37,212,1,1,175,2019-04-10 06:07:11.504136
51,211,1,1,199,2019-04-10 06:08:27.636679
35,238,1,1,200,2019-04-10 06:09:36.510434
41,240,1,1,200,2019-04-10 06:10:53.359196
39,205,1,1,200,2019-04-10 06:12:08.954636
28,268,1,1,199,2019-04-10 06:13:18.056538
40,192,1,1,127,2019-04-10 06:14:24.352073
48,203,1,1,200,2019-04-10 06:15:37.271365
36,170,1,1,200,2019-04-10 06:16:45.611628
35,205,1,1,200,2019-04-10 06:17:52.252429
35,188,1,1,200,2019-04-10 06:19:00.203227
35,229,1,1,200,2019-04-10 06:20:21.147760
46,231,1,1,199,2019-04-10 06:21:37.322062
36,183,1,1,200,2019-04-10 06:22:44.679443
27,219,1,1,200,2019-04-10 06:23:50.710266
48,182,1,1,183,2019-04-10 06:24:55.176475
34,224,1,1,183,2019-04-10 06:26:04.967013
27,238,1,1,191,2019-04-10 06:27:12.576997
36,218,1,1,200,2019-04-10 06:28:29.300092
34,244,1,1,200,2019-04-10 06:29:43.787412
28,233,1,1,200,2019-04-10 06:31:03.547006
33,241,1,1,200,2019-04-10 06:32:17.141350
48,205,1,1,200,2019-04-10 06:33:29.339133
39,184,1,1,200,2019-04-10 06:34:50.759124
19,210,1,1,200,2019-04-10 06:35:56.524076
23,222,1,1,200,2019-04-10 06:37:08.541418
32,202,1,1,200,2019-04-10 06:38:24.764349
52,194,1,1,200,2019-04-10 06:39:45.904580
38,215,1,1,200,2019-04-10 06:40:54.525808
44,176,1,1,175,2019-04-10 06:42:02.753368
34,255,1,1,151,2019-04-10 06:43:13.231383
42,213,1,1,183,2019-04-10 06:44:32.339669
34,217,1,1,191,2019-04-10 06:45:54.362614
